,pred_hy
999,"[58, 59, 34]"
1000,"[58, 19, 37]"
1001,"[33, 19, 49]"
1002,"[40, 41, 61]"
1003,"[48, 17, 62]"
1004,"[58, 34, 53]"
1005,"[58, 34, 53]"
1006,"[58, 34, 53]"
1007,"[59, 19, 54]"
1008,"[31, 22, 55]"
1009,"[31, 22, 55]"
1010,"[48, 50, 60]"
1011,"[27, 35, 61]"
1012,"[48, 59, 39]"
1013,"[48, 58, 44]"
1014,"[16, 19, 52]"
1015,"[25, 61, 13]"
1016,"[48, 57, 15]"
1017,"[48, 57, 15]"
1018,"[32, 56, 60]"
1019,"[16, 33, 48]"
1020,"[35, 60, 29]"
1021,"[48, 58, 45]"
1022,"[48, 58, 45]"
1023,"[16, 33, 56]"
1024,"[34, 59, 60]"
1025,"[34, 59, 60]"
1026,"[34, 59, 60]"
1027,"[50, 38, 55]"
1028,"[33, 27, 54]"
1029,"[33, 27, 54]"
1030,"[41, 52, 38]"
1031,"[41, 52, 38]"
1032,"[41, 52, 38]"
1033,"[41, 52, 38]"
1034,"[41, 52, 38]"
1035,"[41, 52, 38]"
1036,"[48, 27, 19]"
1037,"[48, 19, 27]"
1038,"[43, 60, 37]"
1039,"[54, 22, 47]"
1040,"[47, 54, 22]"
1041,"[40, 60, 15]"
1042,"[19, 53, 54]"
1043,"[19, 53, 54]"
1044,"[34, 60, 53]"
1045,"[57, 29, 22]"
1046,"[56, 53, 39]"
1047,"[56, 19, 27]"
1048,"[56, 19, 27]"
1049,"[40, 27, 54]"
1050,"[57, 19, 31]"
1051,"[57, 19, 31]"
1052,"[48, 53, 39]"
1053,"[48, 53, 39]"
1054,"[32, 58, 40]"
1055,"[11, 61, 62]"
1056,"[11, 61, 62]"
1057,"[40, 29, 13]"
1058,"[40, 13, 29]"
1059,"[40, 13, 29]"
1060,"[57, 26, 58]"
1061,"[57, 26, 58]"
1062,"[13, 54, 39]"
1063,"[40, 57, 28]"
1064,"[40, 57, 28]"
1065,"[58, 38, 30]"
1066,"[58, 38, 30]"
1067,"[58, 38, 30]"
1068,"[24, 61, 54]"
1069,"[29, 62, 39]"
1070,"[48, 58, 46]"
1071,"[40, 27, 43]"
1072,"[40, 27, 43]"
1073,"[42, 19, 38]"
1074,"[25, 58, 19]"
1075,"[25, 58, 19]"
1076,"[40, 12, 60]"
1077,"[34, 43, 54]"
1078,"[34, 43, 54]"
1079,"[57, 34, 59]"
1080,"[57, 34, 59]"
1081,"[48, 54, 31]"
1082,"[48, 54, 31]"
1083,"[40, 59, 39]"
1084,"[40, 59, 39]"
1085,"[40, 59, 39]"
1086,"[0, 38, 62]"
1087,"[57, 43, 37]"
1088,"[57, 34, 53]"
1089,"[33, 58, 44]"
1090,"[35, 59, 38]"
1091,"[48, 44, 60]"
1092,"[48, 44, 60]"
1093,"[48, 44, 60]"
1094,"[48, 44, 60]"
1095,"[48, 60, 44]"
1096,"[19, 22, 47]"
1097,"[19, 22, 47]"
1098,"[33, 12, 57]"
1099,"[38, 28, 62]"
1100,"[53, 38, 47]"
1101,"[40, 27, 19]"
1102,"[57, 19, 37]"
1103,"[57, 19, 37]"
1104,"[34, 19, 54]"
1105,"[34, 19, 54]"
1106,"[19, 13, 39]"
1107,"[5, 61, 55]"
1108,"[61, 5, 55]"
1109,"[43, 61, 23]"
1110,"[53, 38, 22]"
1111,"[33, 58, 45]"
1112,"[40, 53, 39]"
1113,"[48, 42, 47]"
1114,"[48, 42, 47]"
1115,"[48, 42, 47]"
1116,"[48, 57, 50]"
1117,"[48, 57, 50]"
1118,"[56, 57, 50]"
1119,"[48, 34, 39]"
1120,"[48, 34, 39]"
1121,"[57, 51, 36]"
1122,"[25, 19, 60]"
1123,"[25, 19, 60]"
1124,"[61, 22, 31]"
1125,"[61, 22, 31]"
1126,"[56, 59, 53]"
1127,"[56, 59, 53]"
1128,"[35, 37, 55]"
1129,"[33, 13, 49]"
1130,"[58, 13, 37]"
1131,"[58, 13, 37]"
1132,"[64, 52, 7]"
1133,"[19, 29, 38]"
1134,"[57, 26, 60]"
1135,"[35, 62, 31]"
1136,"[24, 19, 61]"
1137,"[19, 61, 23]"
1138,"[40, 54, 31]"
1139,"[40, 26, 61]"
1140,"[51, 31, 39]"
1141,"[40, 49, 13]"
1142,"[43, 28, 52]"
1143,"[43, 28, 52]"
1144,"[33, 42, 22]"
1145,"[27, 58, 35]"
1146,"[27, 58, 35]"
1147,"[58, 27, 22]"
1148,"[56, 27, 13]"
1149,"[56, 27, 13]"
1150,"[57, 19, 25]"
1151,"[57, 19, 25]"
1152,"[48, 57, 44]"
1153,"[48, 57, 44]"
1154,"[48, 57, 45]"
1155,"[48, 57, 45]"
1156,"[48, 29, 22]"
1157,"[32, 33, 57]"
1158,"[0, 43, 63]"
1159,"[42, 60, 39]"
1160,"[48, 19, 31]"
1161,"[48, 19, 31]"
1162,"[48, 19, 31]"
1163,"[48, 19, 31]"
1164,"[48, 19, 31]"
1165,"[57, 22, 49]"
1166,"[19, 62, 23]"
1167,"[29, 53, 62]"
1168,"[40, 43, 31]"
1169,"[54, 49, 38]"
1170,"[38, 49, 54]"
1171,"[34, 35, 38]"
1172,"[34, 35, 38]"
1173,"[33, 42, 35]"
1174,"[34, 38, 22]"
1175,"[34, 38, 22]"
1176,"[34, 38, 22]"
1177,"[48, 29, 47]"
1178,"[48, 29, 47]"
1179,"[49, 47, 57]"
1180,"[24, 43, 61]"
1181,"[24, 43, 61]"
1182,"[56, 48, 12]"
1183,"[56, 29, 47]"
1184,"[34, 38, 47]"
1185,"[34, 38, 47]"
1186,"[18, 61, 62]"
1187,"[25, 58, 13]"
1188,"[25, 58, 13]"
1189,"[25, 58, 13]"
1190,"[25, 58, 13]"
1191,"[25, 58, 13]"
1192,"[5, 62, 55]"
1193,"[40, 60, 45]"
1194,"[56, 19, 31]"
1195,"[56, 19, 31]"
1196,"[3, 55, 63]"
1197,"[3, 55, 63]"
1198,"[56, 35, 29]"
1199,"[40, 42, 35]"
1200,"[40, 42, 35]"
1201,"[32, 57, 40]"
1202,"[40, 59, 53]"
1203,"[13, 22, 47]"
1204,"[13, 22, 47]"
1205,"[13, 22, 47]"
1206,"[48, 34, 59]"
1207,"[32, 38, 62]"
1208,"[32, 62, 38]"
1209,"[48, 33, 0]"
1210,"[16, 57, 38]"
1211,"[53, 19, 13]"
1212,"[48, 41, 60]"
1213,"[48, 35, 29]"
1214,"[62, 50, 38]"
1215,"[38, 50, 62]"
1216,"[38, 50, 62]"
1217,"[48, 34, 53]"
1218,"[48, 34, 53]"
1219,"[48, 34, 53]"
1220,"[48, 34, 53]"
1221,"[27, 60, 22]"
1222,"[35, 27, 60]"
1223,"[35, 27, 60]"
1224,"[48, 17, 58]"
1225,"[64, 26, 38]"
1226,"[37, 61, 22]"
1227,"[0, 40, 56]"
1228,"[0, 48, 40]"
1229,"[56, 34, 53]"
1230,"[56, 34, 53]"
1231,"[56, 34, 53]"
1232,"[56, 34, 53]"
1233,"[48, 43, 37]"
1234,"[57, 42, 39]"
1235,"[33, 29, 47]"
1236,"[54, 62, 30]"
1237,"[56, 57, 46]"
1238,"[39, 54, 22]"
1239,"[33, 37, 54]"
1240,"[33, 37, 54]"
1241,"[40, 27, 13]"
1242,"[40, 27, 13]"
1243,"[26, 52, 38]"
1244,"[16, 62, 54]"
1245,"[39, 54, 47]"
1246,"[56, 43, 37]"
1247,"[35, 13, 47]"
1248,"[35, 13, 47]"
1249,"[35, 13, 47]"
1250,"[49, 19, 38]"
1251,"[57, 44, 33]"
1252,"[52, 21, 60]"
1253,"[33, 38, 23]"
1254,"[40, 29, 47]"
1255,"[35, 54, 39]"
1256,"[35, 54, 39]"
1257,"[35, 54, 39]"
1258,"[35, 54, 39]"
1259,"[35, 54, 39]"
1260,"[42, 58, 53]"
1261,"[58, 42, 53]"
1262,"[42, 58, 53]"
1263,"[42, 58, 53]"
1264,"[33, 35, 29]"
1265,"[33, 34, 59]"
1266,"[40, 38, 23]"
1267,"[40, 38, 23]"
1268,"[33, 34, 53]"
1269,"[34, 19, 13]"
1270,"[40, 35, 29]"
1271,"[40, 35, 29]"
1272,"[40, 35, 29]"
1273,"[40, 35, 29]"
1274,"[40, 34, 59]"
1275,"[57, 27, 22]"
1276,"[57, 27, 22]"
1277,"[58, 43, 23]"
1278,"[58, 43, 23]"
1279,"[48, 13, 31]"
1280,"[48, 13, 31]"
1281,"[48, 13, 31]"
1282,"[48, 13, 31]"
1283,"[45, 61, 38]"
1284,"[17, 38, 55]"
1285,"[48, 57, 41]"
1286,"[48, 57, 41]"
1287,"[49, 62, 39]"
1288,"[59, 38, 39]"
1289,"[59, 38, 39]"
1290,"[59, 38, 39]"
1291,"[56, 13, 31]"
1292,"[58, 31, 47]"
1293,"[48, 17, 60]"
1294,"[48, 17, 60]"
1295,"[33, 19, 37]"
1296,"[57, 27, 47]"
1297,"[56, 49, 22]"
1298,"[57, 29, 39]"
1299,"[56, 49, 35]"
1300,"[42, 59, 60]"
1301,"[65, 45, 54]"
1302,"[40, 43, 37]"
1303,"[48, 49, 47]"
1304,"[58, 53, 29]"
1305,"[56, 49, 47]"
1306,"[56, 49, 47]"
1307,"[27, 43, 38]"
1308,"[27, 43, 38]"
1309,"[56, 40, 15]"
1310,"[40, 41, 60]"
1311,"[19, 62, 30]"
1312,"[25, 52, 39]"
1313,"[25, 52, 39]"
1314,"[24, 58, 19]"
1315,"[24, 58, 19]"
1316,"[0, 60, 38]"
1317,"[13, 62, 23]"
1318,"[48, 33, 12]"
1319,"[48, 33, 12]"
1320,"[42, 19, 54]"
1321,"[42, 52, 29]"
1322,"[16, 19, 62]"
1323,"[16, 19, 62]"
1324,"[16, 19, 62]"
1325,"[56, 20, 55]"
1326,"[56, 20, 55]"
1327,"[49, 22, 33]"
1328,"[49, 22, 33]"
1329,"[27, 19, 38]"
1330,"[24, 52, 47]"
1331,"[24, 52, 47]"
1332,"[56, 25, 19]"
1333,"[48, 33, 50]"
1334,"[57, 42, 59]"
1335,"[56, 33, 50]"
1336,"[32, 33, 48]"
1337,"[29, 60, 53]"
1338,"[53, 54, 22]"
1339,"[53, 54, 22]"
1340,"[48, 40, 12]"
1341,"[48, 26, 60]"
1342,"[52, 23, 47]"
1343,"[48, 42, 39]"
1344,"[48, 42, 39]"
1345,"[48, 42, 39]"
1346,"[33, 35, 49]"
1347,"[33, 35, 49]"
1348,"[56, 16, 38]"
1349,"[65, 62, 9]"
1350,"[19, 59, 22]"
1351,"[65, 43, 45]"
1352,"[65, 43, 45]"
1353,"[65, 43, 45]"
1354,"[32, 33, 56]"
1355,"[48, 50, 40]"
1356,"[40, 48, 50]"
1357,"[40, 50, 48]"
1358,"[40, 50, 56]"
1359,"[48, 56, 44]"
1360,"[24, 19, 60]"
1361,"[56, 38, 30]"
1362,"[19, 60, 23]"
1363,"[32, 48, 40]"
1364,"[33, 26, 58]"
1365,"[46, 38, 62]"
1366,"[46, 38, 62]"
1367,"[57, 22, 31]"
1368,"[57, 22, 31]"
1369,"[57, 22, 31]"
1370,"[56, 13, 37]"
1371,"[56, 13, 37]"
1372,"[57, 35, 31]"
1373,"[60, 38, 15]"
1374,"[19, 29, 54]"
1375,"[19, 29, 54]"
1376,"[59, 60, 29]"
1377,"[57, 12, 38]"
1378,"[57, 12, 38]"
1379,"[53, 27, 61]"
1380,"[58, 50, 38]"
1381,"[58, 50, 38]"
1382,"[34, 27, 55]"
1383,"[34, 27, 55]"
1384,"[49, 58, 59]"
1385,"[19, 53, 22]"
1386,"[19, 53, 22]"
1387,"[19, 53, 22]"
1388,"[43, 51, 45]"
1389,"[51, 43, 45]"
1390,"[51, 43, 45]"
1391,"[42, 38, 47]"
1392,"[42, 38, 47]"
1393,"[42, 38, 22]"
1394,"[48, 27, 22]"
1395,"[34, 38, 39]"
1396,"[0, 61, 54]"
1397,"[35, 19, 53]"
1398,"[13, 22, 39]"
1399,"[13, 22, 39]"
1400,"[42, 35, 38]"
1401,"[34, 54, 22]"
1402,"[48, 27, 47]"
1403,"[48, 27, 47]"
1404,"[48, 27, 47]"
1405,"[48, 27, 47]"
1406,"[27, 53, 62]"
1407,"[38, 41, 62]"
1408,"[57, 42, 34]"
1409,"[56, 27, 47]"
1410,"[48, 25, 43]"
1411,"[48, 25, 43]"
1412,"[48, 29, 39]"
1413,"[34, 54, 47]"
1414,"[34, 54, 47]"
1415,"[56, 29, 39]"
1416,"[65, 19, 45]"
1417,"[34, 35, 54]"
1418,"[34, 35, 54]"
1419,"[34, 35, 54]"
1420,"[50, 54, 55]"
1421,"[50, 54, 55]"
1422,"[24, 57, 19]"
1423,"[58, 11, 61]"
1424,"[57, 19, 23]"
1425,"[60, 37, 22]"
1426,"[40, 38, 30]"
1427,"[33, 13, 37]"
1428,"[33, 13, 37]"
1429,"[0, 54, 62]"
1430,"[0, 62, 54]"
1431,"[48, 25, 13]"
1432,"[48, 33, 44]"
1433,"[48, 33, 44]"
1434,"[49, 43, 54]"
1435,"[48, 33, 45]"
1436,"[48, 33, 45]"
1437,"[48, 57, 26]"
1438,"[48, 57, 26]"
1439,"[48, 57, 26]"
1440,"[48, 57, 26]"
1441,"[56, 33, 44]"
1442,"[34, 60, 29]"
1443,"[34, 60, 29]"
1444,"[13, 62, 30]"
1445,"[33, 27, 22]"
1446,"[16, 60, 54]"
1447,"[40, 37, 13]"
1448,"[40, 13, 37]"
1449,"[40, 13, 37]"
1450,"[40, 13, 37]"
1451,"[19, 51, 45]"
1452,"[50, 60, 38]"
1453,"[50, 60, 38]"
1454,"[48, 11, 51]"
1455,"[48, 11, 51]"
1456,"[25, 58, 35]"
1457,"[58, 13, 23]"
1458,"[24, 58, 13]"
1459,"[24, 58, 13]"
1460,"[42, 13, 54]"
1461,"[60, 54, 30]"
1462,"[48, 40, 45]"
1463,"[35, 23, 55]"
1464,"[29, 38, 22]"
1465,"[24, 57, 43]"
1466,"[38, 17, 62]"
1467,"[38, 17, 62]"
1468,"[40, 17, 57]"
1469,"[40, 26, 60]"
1470,"[48, 42, 53]"
1471,"[43, 62, 30]"
1472,"[19, 38, 31]"
1473,"[48, 42, 59]"
1474,"[25, 58, 22]"
1475,"[49, 60, 53]"
1476,"[49, 60, 53]"
1477,"[48, 11, 52]"
1478,"[58, 11, 62]"
1479,"[16, 13, 62]"
1480,"[40, 29, 39]"
1481,"[35, 29, 38]"
1482,"[34, 59, 38]"
1483,"[34, 27, 61]"
1484,"[59, 13, 47]"
1485,"[59, 13, 47]"
1486,"[58, 45, 38]"
1487,"[58, 45, 38]"
1488,"[58, 45, 38]"
1489,"[0, 43, 62]"
1490,"[57, 35, 37]"
1491,"[12, 61, 54]"
1492,"[42, 19, 13]"
1493,"[34, 53, 38]"
1494,"[19, 12, 61]"
1495,"[19, 12, 61]"
1496,"[19, 12, 61]"
1497,"[33, 13, 25]"
1498,"[48, 22, 31]"
1499,"[59, 58, 27]"
1500,"[27, 58, 59]"
1501,"[16, 52, 22]"
1502,"[59, 37, 55]"
1503,"[56, 11, 52]"
1504,"[24, 48, 54]"
1505,"[24, 48, 54]"
1506,"[40, 25, 13]"
1507,"[24, 60, 13]"
1508,"[13, 53, 47]"
1509,"[13, 53, 47]"
1510,"[13, 53, 47]"
1511,"[53, 13, 22]"
1512,"[27, 60, 39]"
1513,"[23, 22, 63]"
1514,"[56, 35, 31]"
1515,"[48, 31, 47]"
1516,"[48, 31, 47]"
1517,"[40, 48, 46]"
1518,"[48, 40, 46]"
1519,"[40, 48, 46]"
1520,"[40, 48, 46]"
1521,"[45, 54, 55]"
1522,"[57, 37, 47]"
1523,"[57, 37, 47]"
1524,"[56, 40, 46]"
1525,"[34, 31, 55]"
1526,"[48, 51, 36]"
1527,"[48, 51, 36]"
1528,"[37, 62, 39]"
1529,"[33, 42, 59]"
1530,"[33, 42, 59]"
1531,"[56, 29, 53]"
1532,"[48, 29, 53]"
1533,"[59, 54, 39]"
1534,"[40, 33, 44]"
1535,"[49, 53, 57]"
1536,"[40, 42, 53]"
1537,"[40, 42, 53]"
1538,"[40, 42, 53]"
1539,"[1, 58, 62]"
1540,"[56, 31, 47]"
1541,"[19, 28, 62]"
1542,"[19, 60, 30]"
1543,"[40, 33, 45]"
1544,"[48, 34, 42]"
1545,"[0, 13, 55]"
1546,"[33, 26, 57]"
1547,"[40, 42, 59]"
1548,"[57, 50, 38]"
1549,"[44, 38, 60]"
1550,"[33, 22, 31]"
1551,"[56, 12, 38]"
1552,"[19, 37, 38]"
1553,"[19, 37, 38]"
1554,"[48, 59, 29]"
1555,"[48, 59, 29]"
1556,"[48, 59, 29]"
1557,"[40, 54, 23]"
1558,"[56, 59, 29]"
1559,"[56, 59, 29]"
1560,"[53, 54, 39]"
1561,"[53, 54, 39]"
1562,"[57, 22, 25]"
1563,"[25, 62, 39]"
1564,"[48, 24, 19]"
1565,"[24, 48, 19]"
1566,"[13, 38, 31]"
1567,"[24, 33, 54]"
1568,"[24, 33, 54]"
1569,"[24, 33, 54]"
1570,"[56, 28, 38]"
1571,"[33, 53, 29]"
1572,"[19, 59, 39]"
1573,"[19, 61, 15]"
1574,"[40, 31, 47]"
1575,"[57, 19, 30]"
1576,"[34, 13, 47]"
1577,"[34, 13, 47]"
1578,"[49, 35, 38]"
1579,"[49, 35, 38]"
1580,"[33, 42, 34]"
1581,"[40, 33, 46]"
1582,"[40, 33, 46]"
1583,"[46, 54, 55]"
1584,"[60, 31, 39]"
1585,"[60, 39, 31]"
1586,"[60, 39, 31]"
1587,"[49, 38, 47]"
1588,"[49, 38, 47]"
1589,"[49, 38, 47]"
1590,"[49, 38, 47]"
1591,"[49, 38, 47]"
1592,"[24, 56, 19]"
1593,"[24, 56, 19]"
1594,"[33, 11, 51]"
1595,"[54, 50, 62]"
1596,"[54, 50, 62]"
1597,"[40, 53, 29]"
1598,"[40, 29, 53]"
1599,"[41, 43, 52]"
1600,"[26, 61, 38]"
1601,"[26, 61, 38]"
1602,"[41, 58, 38]"
1603,"[40, 34, 42]"
1604,"[40, 34, 42]"
1605,"[35, 22, 39]"
1606,"[35, 22, 39]"
1607,"[57, 27, 59]"
1608,"[57, 27, 59]"
1609,"[49, 29, 55]"
1610,"[40, 43, 23]"
1611,"[40, 43, 23]"
1612,"[11, 60, 62]"
1613,"[35, 47, 39]"
1614,"[35, 47, 39]"
1615,"[58, 13, 30]"
1616,"[24, 48, 43]"
1617,"[16, 57, 19]"
1618,"[16, 57, 19]"
1619,"[24, 52, 39]"
1620,"[56, 49, 59]"
1621,"[35, 30, 55]"
1622,"[48, 38, 15]"
1623,"[19, 53, 39]"
1624,"[57, 44, 38]"
1625,"[47, 22, 39]"
1626,"[39, 22, 47]"
1627,"[33, 11, 52]"
1628,"[56, 37, 22]"
1629,"[48, 49, 39]"
1630,"[48, 34, 29]"
1631,"[38, 60, 46]"
1632,"[56, 35, 37]"
1633,"[56, 35, 37]"
1634,"[56, 35, 37]"
1635,"[34, 35, 13]"
1636,"[52, 23, 39]"
1637,"[58, 27, 34]"
1638,"[0, 40, 38]"
1639,"[42, 38, 39]"
1640,"[42, 38, 39]"
1641,"[42, 38, 39]"
1642,"[42, 38, 39]"
1643,"[17, 19, 52]"
1644,"[24, 56, 43]"
1645,"[58, 62, 6]"
1646,"[58, 59, 31]"
1647,"[58, 59, 31]"
1648,"[58, 59, 31]"
1649,"[57, 27, 53]"
1650,"[42, 54, 22]"
1651,"[42, 54, 22]"
1652,"[43, 46, 55]"
1653,"[43, 46, 55]"
1654,"[40, 19, 23]"
1655,"[40, 19, 23]"
1656,"[56, 17, 33]"
1657,"[1, 61, 57]"
1658,"[23, 22, 55]"
1659,"[23, 22, 55]"
1660,"[32, 19, 61]"
1661,"[32, 19, 61]"
1662,"[32, 19, 61]"
1663,"[32, 19, 61]"
1664,"[32, 19, 61]"
1665,"[40, 1, 63]"
1666,"[40, 1, 63]"
1667,"[40, 1, 63]"
1668,"[56, 49, 53]"
1669,"[64, 26, 54]"
1670,"[64, 26, 54]"
1671,"[48, 37, 47]"
1672,"[48, 37, 47]"
1673,"[0, 60, 54]"
1674,"[58, 53, 31]"
1675,"[50, 19, 61]"
1676,"[59, 53, 54]"
1677,"[48, 26, 56]"
1678,"[56, 26, 48]"
1679,"[2, 61, 62]"
1680,"[33, 59, 49]"
1681,"[49, 59, 33]"
1682,"[16, 48, 54]"
1683,"[60, 13, 30]"
1684,"[60, 13, 30]"
1685,"[60, 13, 30]"
1686,"[60, 13, 30]"
1687,"[33, 37, 22]"
1688,"[17, 58, 38]"
1689,"[41, 60, 38]"
1690,"[48, 54, 30]"
1691,"[48, 54, 30]"
1692,"[32, 19, 62]"
1693,"[33, 34, 29]"
1694,"[33, 34, 29]"
1695,"[33, 34, 29]"
1696,"[56, 17, 40]"
1697,"[43, 54, 31]"
1698,"[49, 19, 13]"
1699,"[24, 33, 43]"
1700,"[34, 27, 60]"
1701,"[34, 27, 60]"
1702,"[36, 62, 60]"
1703,"[36, 62, 60]"
1704,"[33, 12, 38]"
1705,"[59, 22, 47]"
1706,"[59, 22, 47]"
1707,"[40, 49, 39]"
1708,"[40, 49, 39]"
1709,"[57, 11, 61]"
1710,"[57, 11, 61]"
1711,"[57, 11, 61]"
1712,"[33, 35, 37]"
1713,"[33, 35, 37]"
1714,"[19, 46, 55]"
1715,"[40, 24, 43]"
1716,"[40, 34, 29]"
1717,"[40, 34, 29]"
1718,"[42, 19, 22]"
1719,"[42, 19, 22]"
1720,"[37, 13, 38]"
1721,"[43, 28, 60]"
1722,"[48, 27, 39]"
1723,"[48, 27, 39]"
1724,"[56, 27, 39]"
1725,"[56, 27, 39]"
1726,"[16, 48, 43]"
1727,"[27, 38, 22]"
1728,"[0, 13, 62]"
1729,"[60, 53, 31]"
1730,"[56, 50, 38]"
1731,"[56, 50, 38]"
1732,"[56, 50, 38]"
1733,"[48, 25, 35]"
1734,"[52, 20, 38]"
1735,"[52, 20, 38]"
1736,"[2, 58, 55]"
1737,"[33, 53, 49]"
1738,"[29, 38, 39]"
1739,"[28, 13, 62]"
1740,"[28, 13, 62]"
1741,"[28, 13, 62]"
1742,"[28, 13, 62]"
1743,"[28, 13, 62]"
1744,"[27, 38, 47]"
1745,"[27, 38, 47]"
1746,"[60, 37, 39]"
1747,"[60, 37, 39]"
1748,"[32, 56, 38]"
1749,"[33, 37, 47]"
1750,"[33, 37, 47]"
1751,"[29, 54, 22]"
1752,"[56, 25, 35]"
1753,"[59, 13, 39]"
1754,"[35, 28, 52]"
1755,"[57, 13, 30]"
1756,"[60, 61, 6]"
1757,"[25, 58, 39]"
1758,"[1, 62, 57]"
1759,"[29, 54, 47]"
1760,"[29, 54, 47]"
1761,"[29, 54, 47]"
1762,"[53, 22, 47]"
1763,"[48, 24, 13]"
1764,"[24, 48, 13]"
1765,"[35, 53, 22]"
1766,"[35, 53, 22]"
1767,"[0, 63, 47]"
1768,"[24, 56, 13]"
1769,"[27, 13, 54]"
1770,"[27, 13, 54]"
1771,"[57, 43, 30]"
1772,"[57, 43, 30]"
1773,"[33, 36, 63]"
1774,"[48, 27, 59]"
1775,"[48, 59, 27]"
1776,"[57, 59, 31]"
1777,"[56, 59, 27]"
1778,"[40, 16, 54]"
1779,"[48, 33, 26]"
1780,"[60, 54, 15]"
1781,"[42, 60, 29]"
1782,"[57, 34, 27]"
1783,"[33, 54, 30]"
1784,"[13, 61, 15]"
1785,"[0, 22, 63]"
1786,"[0, 22, 63]"
1787,"[0, 19, 60]"
1788,"[42, 27, 61]"
1789,"[42, 27, 61]"
1790,"[34, 53, 54]"
1791,"[34, 53, 54]"
1792,"[34, 53, 54]"
1793,"[34, 53, 54]"
1794,"[56, 49, 34]"
1795,"[43, 35, 29]"
1796,"[17, 54, 55]"
1797,"[17, 54, 55]"
1798,"[46, 54, 62]"
1799,"[16, 56, 19]"
1800,"[56, 16, 19]"
1801,"[57, 53, 31]"
1802,"[40, 48, 26]"
1803,"[50, 58, 54]"
1804,"[42, 59, 38]"
1805,"[19, 29, 22]"
1806,"[48, 27, 53]"
1807,"[40, 33, 17]"
1808,"[56, 27, 53]"
1809,"[24, 59, 52]"
1810,"[58, 23, 47]"
1811,"[58, 19, 15]"
1812,"[40, 25, 35]"
1813,"[52, 53, 23]"
1814,"[23, 39, 55]"
1815,"[19, 29, 47]"
1816,"[56, 19, 30]"
1817,"[13, 62, 15]"
1818,"[23, 53, 63]"
1819,"[48, 39, 31]"
1820,"[48, 39, 31]"
1821,"[48, 31, 39]"
1822,"[18, 60, 62]"
1823,"[18, 60, 62]"
1824,"[19, 27, 13]"
1825,"[27, 19, 13]"
1826,"[59, 34, 19]"
1827,"[59, 34, 19]"
1828,"[59, 34, 19]"
1829,"[40, 50, 38]"
1830,"[33, 34, 49]"
1831,"[33, 34, 49]"
1832,"[33, 34, 49]"
1833,"[32, 40, 38]"
1834,"[40, 13, 23]"
1835,"[57, 36, 62]"
1836,"[56, 31, 39]"
1837,"[34, 35, 22]"
1838,"[47, 62, 30]"
1839,"[22, 62, 30]"
1840,"[48, 45, 38]"
1841,"[48, 44, 38]"
1842,"[16, 33, 19]"
1843,"[46, 43, 62]"
1844,"[61, 12, 13]"
1845,"[61, 12, 13]"
1846,"[56, 44, 38]"
1847,"[56, 44, 38]"
1848,"[52, 22, 15]"
1849,"[40, 64, 6]"
1850,"[35, 38, 31]"
1851,"[19, 45, 62]"
1852,"[34, 22, 47]"
1853,"[34, 22, 47]"
1854,"[56, 11, 55]"
1855,"[59, 60, 37]"
1856,"[24, 60, 47]"
1857,"[34, 13, 39]"
1858,"[42, 13, 22]"
1859,"[42, 13, 22]"
1860,"[33, 27, 53]"
1861,"[33, 27, 53]"
1862,"[25, 57, 39]"
1863,"[25, 57, 39]"
1864,"[42, 13, 47]"
1865,"[19, 37, 54]"
1866,"[50, 60, 54]"
1867,"[31, 38, 47]"
1868,"[54, 41, 62]"
1869,"[54, 41, 62]"
1870,"[48, 52, 21]"
1871,"[19, 61, 46]"
1872,"[57, 19, 28]"
1873,"[58, 21, 62]"
1874,"[58, 21, 62]"
1875,"[40, 27, 53]"
1876,"[40, 27, 53]"
1877,"[42, 34, 38]"
1878,"[25, 58, 53]"
1879,"[19, 60, 15]"
1880,"[49, 54, 22]"
1881,"[49, 54, 22]"
1882,"[53, 59, 13]"
1883,"[50, 61, 13]"
1884,"[24, 57, 35]"
1885,"[25, 34, 61]"
1886,"[25, 34, 61]"
1887,"[59, 29, 38]"
1888,"[59, 29, 38]"
1889,"[59, 29, 38]"
1890,"[32, 58, 19]"
1891,"[32, 58, 19]"
1892,"[32, 58, 19]"
1893,"[0, 58, 13]"
1894,"[65, 3, 62]"
1895,"[32, 13, 62]"
1896,"[32, 13, 62]"
1897,"[57, 18, 61]"
1898,"[57, 18, 61]"
1899,"[40, 33, 26]"
1900,"[40, 33, 26]"
1901,"[40, 33, 26]"
1902,"[24, 57, 22]"
1903,"[24, 57, 22]"
1904,"[25, 42, 52]"
1905,"[48, 36, 55]"
1906,"[48, 34, 27]"
1907,"[57, 59, 37]"
1908,"[57, 59, 37]"
1909,"[57, 59, 37]"
1910,"[58, 28, 13]"
1911,"[58, 28, 13]"
1912,"[48, 59, 31]"
1913,"[33, 44, 38]"
1914,"[33, 44, 38]"
1915,"[24, 57, 47]"
1916,"[24, 57, 47]"
1917,"[28, 22, 55]"
1918,"[28, 22, 55]"
1919,"[58, 45, 54]"
1920,"[43, 19, 37]"
1921,"[3, 61, 63]"
1922,"[28, 55, 47]"
1923,"[32, 43, 60]"
1924,"[56, 34, 27]"
1925,"[57, 37, 53]"
1926,"[43, 38, 23]"
1927,"[56, 59, 31]"
1928,"[0, 56, 54]"
1929,"[25, 58, 59]"
1930,"[48, 28, 54]"
