,pred_hy
999,"[26, 60, 54]"
1000,"[24, 28, 54]"
1001,"[32, 28, 54]"
1002,"[41, 5, 17]"
1003,"[5, 54, 15]"
1004,"[35, 60, 21]"
1005,"[54, 28, 62]"
1006,"[8, 18, 56]"
1007,"[0, 3, 54]"
1008,"[17, 35, 28]"
1009,"[3, 19, 28]"
1010,"[25, 28, 5]"
1011,"[28, 21, 15]"
1012,"[59, 21, 54]"
1013,"[56, 17, 0]"
1014,"[57, 3, 59]"
1015,"[3, 19, 21]"
1016,"[16, 57, 21]"
1017,"[17, 6, 49]"
1018,"[35, 4, 54]"
1019,"[60, 6, 39]"
1020,"[56, 21, 45]"
1021,"[57, 28, 20]"
1022,"[50, 21, 37]"
1023,"[57, 21, 31]"
1024,"[17, 3, 4]"
1025,"[57, 39, 49]"
1026,"[50, 21, 39]"
1027,"[17, 29, 6]"
1028,"[17, 5, 41]"
1029,"[57, 4, 45]"
1030,"[0, 57, 29]"
1031,"[8, 57, 42]"
1032,"[0, 4, 21]"
1033,"[54, 5, 62]"
1034,"[5, 28, 45]"
1035,"[24, 57, 3]"
1036,"[57, 50, 62]"
1037,"[49, 50, 21]"
1038,"[56, 18, 6]"
1039,"[48, 5, 54]"
1040,"[56, 28, 45]"
1041,"[60, 29, 6]"
1042,"[18, 5, 54]"
1043,"[57, 36, 5]"
1044,"[57, 44, 6]"
1045,"[32, 5, 6]"
1046,"[56, 45, 5]"
1047,"[21, 54, 15]"
1048,"[8, 59, 54]"
1049,"[56, 35, 4]"
1050,"[41, 37, 57]"
1051,"[50, 35, 28]"
1052,"[8, 19, 60]"
1053,"[28, 4, 39]"
1054,"[57, 26, 39]"
1055,"[1, 28, 54]"
1056,"[4, 6, 55]"
1057,"[56, 25, 28]"
1058,"[1, 5, 6]"
1059,"[4, 29, 54]"
1060,"[8, 60, 39]"
1061,"[40, 17, 57]"
1062,"[24, 57, 3]"
1063,"[50, 19, 5]"
1064,"[56, 4, 55]"
1065,"[8, 40, 54]"
1066,"[8, 17, 19]"
1067,"[18, 28, 54]"
1068,"[49, 3, 54]"
1069,"[8, 1, 21]"
1070,"[17, 18, 57]"
1071,"[19, 60, 54]"
1072,"[57, 18, 4]"
1073,"[1, 3, 57]"
1074,"[57, 44, 6]"
1075,"[56, 21, 62]"
1076,"[8, 48, 56]"
1077,"[8, 59, 54]"
1078,"[8, 60, 39]"
1079,"[8, 60, 37]"
1080,"[57, 50, 22]"
1081,"[45, 28, 5]"
1082,"[8, 57, 2]"
1083,"[0, 60, 54]"
1084,"[32, 8, 21]"
1085,"[25, 5, 21]"
1086,"[1, 28, 21]"
1087,"[26, 3, 54]"
1088,"[8, 59, 6]"
1089,"[56, 25, 21]"
1090,"[0, 4, 5]"
1091,"[0, 4, 5]"
1092,"[28, 54, 23]"
1093,"[16, 57, 21]"
1094,"[24, 57, 50]"
1095,"[17, 54, 49]"
1096,"[17, 3, 4]"
1097,"[56, 3, 29]"
1098,"[17, 19, 21]"
1099,"[49, 3, 54]"
1100,"[17, 35, 21]"
1101,"[8, 6, 23]"
1102,"[17, 3, 4]"
1103,"[17, 37, 6]"
1104,"[57, 4, 45]"
1105,"[40, 5, 6]"
1106,"[49, 5, 17]"
1107,"[56, 3, 35]"
1108,"[8, 20, 21]"
1109,"[8, 20, 21]"
1110,"[17, 44, 57]"
1111,"[56, 41, 49]"
1112,"[56, 17, 45]"
1113,"[8, 20, 21]"
1114,"[50, 6, 22]"
1115,"[17, 50, 55]"
1116,"[1, 37, 57]"
1117,"[53, 5, 54]"
1118,"[57, 37, 15]"
1119,"[8, 20, 54]"
1120,"[16, 54, 6]"
1121,"[8, 16, 56]"
1122,"[56, 26, 37]"
1123,"[57, 37, 1]"
1124,"[8, 0, 29]"
1125,"[24, 50, 6]"
1126,"[3, 4, 37]"
1127,"[48, 50, 54]"
1128,"[2, 28, 5]"
1129,"[24, 17, 5]"
1130,"[32, 4, 5]"
1131,"[56, 16, 5]"
1132,"[37, 21, 39]"
1133,"[8, 24, 50]"
1134,"[28, 45, 60]"
1135,"[21, 28, 53]"
1136,"[28, 6, 30]"
1137,"[49, 26, 54]"
1138,"[17, 11, 57]"
1139,"[56, 19, 37]"
1140,"[0, 56, 19]"
1141,"[41, 50, 3]"
1142,"[0, 57, 18]"
1143,"[56, 1, 4]"
1144,"[8, 44, 21]"
1145,"[32, 57, 19]"
1146,"[17, 6, 22]"
1147,"[8, 1, 60]"
1148,"[8, 19, 29]"
1149,"[58, 5, 54]"
1150,"[21, 28, 20]"
1151,"[57, 59, 39]"
1152,"[56, 19, 39]"
1153,"[28, 20, 21]"
1154,"[40, 3, 54]"
1155,"[8, 18, 4]"
1156,"[8, 19, 39]"
1157,"[8, 57, 61]"
1158,"[57, 26, 15]"
1159,"[19, 29, 54]"
1160,"[57, 10, 28]"
1161,"[28, 21, 46]"
1162,"[17, 18, 5]"
1163,"[56, 16, 6]"
1164,"[48, 60, 6]"
1165,"[56, 36, 5]"
1166,"[32, 4, 21]"
1167,"[56, 35, 37]"
1168,"[17, 60, 55]"
1169,"[1, 50, 5]"
1170,"[16, 8, 54]"
1171,"[49, 29, 21]"
1172,"[48, 50, 6]"
1173,"[2, 21, 6]"
1174,"[25, 4, 21]"
1175,"[18, 50, 28]"
1176,"[56, 17, 18]"
1177,"[8, 26, 19]"
1178,"[8, 20, 21]"
1179,"[0, 26, 54]"
1180,"[5, 21, 46]"
1181,"[57, 34, 28]"
1182,"[43, 21, 6]"
1183,"[8, 42, 5]"
1184,"[54, 46, 6]"
1185,"[43, 28, 54]"
1186,"[8, 60, 23]"
1187,"[57, 10, 54]"
1188,"[17, 36, 57]"
1189,"[9, 21, 54]"
1190,"[26, 19, 54]"
1191,"[41, 19, 28]"
1192,"[8, 16, 28]"
1193,"[50, 5, 62]"
1194,"[8, 28, 52]"
1195,"[60, 5, 23]"
1196,"[21, 28, 53]"
1197,"[19, 54, 39]"
1198,"[41, 19, 6]"
1199,"[41, 28, 39]"
1200,"[0, 8, 55]"
1201,"[24, 60, 28]"
1202,"[5, 21, 46]"
1203,"[8, 16, 54]"
1204,"[41, 6, 49]"
1205,"[20, 21, 54]"
1206,"[56, 35, 29]"
1207,"[40, 17, 54]"
1208,"[48, 50, 28]"
1209,"[57, 4, 44]"
1210,"[56, 28, 13]"
1211,"[17, 57, 47]"
1212,"[56, 37, 55]"
1213,"[35, 6, 39]"
1214,"[57, 4, 44]"
1215,"[64, 60, 6]"
1216,"[0, 1, 57]"
1217,"[59, 4, 6]"
1218,"[56, 41, 29]"
1219,"[56, 3, 15]"
1220,"[17, 19, 60]"
1221,"[57, 39, 15]"
1222,"[16, 28, 6]"
1223,"[28, 21, 46]"
1224,"[25, 3, 28]"
1225,"[17, 21, 62]"
1226,"[28, 13, 6]"
1227,"[36, 5, 54]"
1228,"[57, 27, 54]"
1229,"[4, 60, 39]"
1230,"[18, 60, 5]"
1231,"[32, 3, 21]"
1232,"[56, 11, 6]"
1233,"[40, 3, 21]"
1234,"[57, 11, 60]"
1235,"[17, 50, 35]"
1236,"[16, 21, 6]"
1237,"[25, 3, 54]"
1238,"[60, 54, 15]"
1239,"[8, 54, 47]"
1240,"[56, 35, 55]"
1241,"[9, 21, 5]"
1242,"[49, 26, 21]"
1243,"[25, 26, 57]"
1244,"[32, 56, 4]"
1245,"[49, 3, 60]"
1246,"[56, 59, 4]"
1247,"[24, 41, 57]"
1248,"[56, 35, 29]"
1249,"[50, 28, 62]"
1250,"[32, 28, 60]"
1251,"[24, 50, 21]"
1252,"[26, 21, 39]"
1253,"[5, 54, 31]"
1254,"[17, 44, 57]"
1255,"[35, 37, 54]"
1256,"[30, 54, 6]"
1257,"[0, 60, 4]"
1258,"[56, 21, 46]"
1259,"[41, 50, 3]"
1260,"[0, 41, 8]"
1261,"[50, 18, 5]"
1262,"[41, 3, 4]"
1263,"[41, 3, 4]"
1264,"[48, 57, 39]"
1265,"[44, 28, 6]"
1266,"[56, 50, 15]"
1267,"[21, 54, 30]"
1268,"[17, 52, 57]"
1269,"[28, 22, 60]"
1270,"[25, 50, 6]"
1271,"[40, 50, 6]"
1272,"[56, 19, 37]"
1273,"[8, 16, 56]"
1274,"[28, 6, 30]"
1275,"[50, 5, 23]"
1276,"[25, 4, 54]"
1277,"[28, 21, 47]"
1278,"[17, 62, 6]"
1279,"[32, 50, 54]"
1280,"[8, 54, 31]"
1281,"[25, 4, 54]"
1282,"[8, 20, 21]"
1283,"[8, 24, 17]"
1284,"[43, 21, 54]"
1285,"[5, 37, 29]"
1286,"[4, 6, 22]"
1287,"[56, 4, 45]"
1288,"[42, 21, 6]"
1289,"[56, 3, 59]"
1290,"[57, 19, 22]"
1291,"[17, 26, 4]"
1292,"[56, 42, 28]"
1293,"[17, 3, 39]"
1294,"[35, 28, 29]"
1295,"[50, 21, 23]"
1296,"[41, 28, 49]"
1297,"[8, 58, 28]"
1298,"[32, 3, 54]"
1299,"[26, 35, 54]"
1300,"[56, 16, 6]"
1301,"[35, 28, 29]"
1302,"[57, 20, 17]"
1303,"[57, 42, 17]"
1304,"[41, 4, 60]"
1305,"[42, 28, 54]"
1306,"[8, 19, 39]"
1307,"[28, 13, 54]"
1308,"[57, 19, 23]"
1309,"[0, 8, 19]"
1310,"[24, 3, 28]"
1311,"[57, 62, 39]"
1312,"[50, 54, 23]"
1313,"[48, 50, 56]"
1314,"[17, 21, 15]"
1315,"[60, 5, 15]"
1316,"[2, 54, 6]"
1317,"[57, 4, 9]"
1318,"[25, 5, 17]"
1319,"[41, 26, 54]"
1320,"[8, 49, 29]"
1321,"[4, 6, 63]"
1322,"[40, 56, 4]"
1323,"[41, 19, 6]"
1324,"[50, 6, 23]"
1325,"[17, 5, 23]"
1326,"[56, 42, 21]"
1327,"[56, 50, 40]"
1328,"[5, 37, 55]"
1329,"[40, 17, 21]"
1330,"[43, 28, 54]"
1331,"[35, 37, 54]"
1332,"[16, 28, 6]"
1333,"[42, 28, 5]"
1334,"[2, 28, 6]"
1335,"[17, 3, 49]"
1336,"[48, 57, 55]"
1337,"[0, 19, 6]"
1338,"[41, 19, 28]"
1339,"[13, 5, 21]"
1340,"[58, 5, 6]"
1341,"[8, 46, 54]"
1342,"[48, 60, 54]"
1343,"[5, 54, 31]"
1344,"[56, 43, 21]"
1345,"[56, 60, 15]"
1346,"[50, 6, 15]"
1347,"[57, 3, 47]"
1348,"[43, 21, 6]"
1349,"[17, 47, 57]"
1350,"[57, 19, 15]"
1351,"[56, 26, 55]"
1352,"[24, 8, 60]"
1353,"[59, 60, 6]"
1354,"[50, 28, 62]"
1355,"[48, 17, 28]"
1356,"[25, 50, 54]"
1357,"[41, 50, 60]"
1358,"[0, 17, 60]"
1359,"[0, 3, 60]"
1360,"[60, 5, 23]"
1361,"[17, 4, 55]"
1362,"[57, 35, 45]"
1363,"[0, 57, 59]"
1364,"[28, 13, 54]"
1365,"[21, 29, 39]"
1366,"[49, 28, 39]"
1367,"[60, 21, 15]"
1368,"[0, 26, 54]"
1369,"[56, 44, 6]"
1370,"[21, 53, 54]"
1371,"[58, 28, 54]"
1372,"[56, 17, 40]"
1373,"[57, 10, 28]"
1374,"[56, 3, 45]"
1375,"[57, 3, 36]"
1376,"[5, 28, 53]"
1377,"[8, 17, 22]"
1378,"[57, 43, 4]"
1379,"[41, 19, 54]"
1380,"[17, 19, 60]"
1381,"[8, 50, 22]"
1382,"[3, 59, 28]"
1383,"[1, 50, 54]"
1384,"[57, 50, 36]"
1385,"[8, 50, 22]"
1386,"[56, 50, 45]"
1387,"[8, 41, 37]"
1388,"[56, 50, 59]"
1389,"[28, 60, 23]"
1390,"[13, 54, 6]"
1391,"[57, 34, 28]"
1392,"[57, 42, 50]"
1393,"[8, 46, 54]"
1394,"[57, 39, 23]"
1395,"[24, 57, 19]"
1396,"[49, 19, 54]"
1397,"[56, 41, 37]"
1398,"[48, 57, 37]"
1399,"[56, 44, 6]"
1400,"[57, 3, 20]"
1401,"[56, 5, 47]"
1402,"[32, 50, 28]"
1403,"[2, 28, 5]"
1404,"[50, 19, 60]"
1405,"[53, 28, 5]"
1406,"[26, 35, 5]"
1407,"[5, 28, 20]"
1408,"[8, 1, 60]"
1409,"[17, 50, 35]"
1410,"[28, 54, 30]"
1411,"[8, 25, 3]"
1412,"[41, 25, 57]"
1413,"[25, 3, 21]"
1414,"[8, 17, 62]"
1415,"[48, 17, 5]"
1416,"[26, 3, 60]"
1417,"[48, 57, 37]"
1418,"[32, 50, 21]"
1419,"[56, 35, 55]"
1420,"[25, 3, 21]"
1421,"[3, 60, 39]"
1422,"[19, 54, 39]"
1423,"[24, 50, 6]"
1424,"[5, 21, 30]"
1425,"[50, 6, 15]"
1426,"[1, 26, 57]"
1427,"[50, 6, 22]"
1428,"[56, 25, 50]"
1429,"[49, 57, 15]"
1430,"[41, 19, 5]"
1431,"[18, 3, 54]"
1432,"[43, 54, 6]"
1433,"[48, 57, 37]"
1434,"[48, 28, 4]"
1435,"[49, 19, 5]"
1436,"[43, 5, 54]"
1437,"[40, 50, 21]"
1438,"[8, 26, 39]"
1439,"[49, 21, 37]"
1440,"[56, 17, 18]"
1441,"[49, 6, 41]"
1442,"[42, 28, 21]"
1443,"[17, 6, 25]"
1444,"[26, 35, 5]"
1445,"[8, 41, 35]"
1446,"[49, 5, 29]"
1447,"[26, 21, 37]"
1448,"[1, 60, 5]"
1449,"[17, 26, 60]"
1450,"[26, 35, 28]"
1451,"[56, 35, 39]"
1452,"[1, 29, 57]"
1453,"[56, 9, 8]"
1454,"[28, 21, 47]"
1455,"[59, 60, 54]"
1456,"[43, 28, 5]"
1457,"[4, 21, 15]"
1458,"[28, 30, 6]"
1459,"[60, 5, 15]"
1460,"[60, 45, 6]"
1461,"[4, 5, 15]"
1462,"[8, 49, 26]"
1463,"[3, 59, 21]"
1464,"[5, 13, 54]"
1465,"[43, 5, 54]"
1466,"[41, 28, 49]"
1467,"[8, 17, 23]"
1468,"[11, 28, 21]"
1469,"[57, 4, 44]"
1470,"[57, 34, 21]"
1471,"[49, 21, 39]"
1472,"[0, 29, 6]"
1473,"[9, 54, 6]"
1474,"[35, 21, 39]"
1475,"[50, 21, 22]"
1476,"[8, 50, 23]"
1477,"[57, 4, 31]"
1478,"[0, 41, 21]"
1479,"[57, 19, 1]"
1480,"[17, 5, 45]"
1481,"[19, 28, 39]"
1482,"[49, 5, 55]"
1483,"[57, 2, 50]"
1484,"[56, 26, 55]"
1485,"[57, 42, 60]"
1486,"[0, 17, 60]"
1487,"[8, 49, 19]"
1488,"[49, 19, 28]"
1489,"[64, 60, 6]"
1490,"[49, 35, 54]"
1491,"[29, 35, 5]"
1492,"[56, 49, 19]"
1493,"[3, 28, 15]"
1494,"[16, 57, 17]"
1495,"[28, 37, 39]"
1496,"[48, 57, 29]"
1497,"[17, 3, 49]"
1498,"[8, 21, 53]"
1499,"[18, 60, 54]"
1500,"[40, 28, 60]"
1501,"[8, 3, 59]"
1502,"[56, 6, 31]"
1503,"[5, 6, 47]"
1504,"[56, 11, 54]"
1505,"[26, 35, 5]"
1506,"[57, 4, 47]"
1507,"[32, 50, 6]"
1508,"[3, 28, 15]"
1509,"[56, 5, 31]"
1510,"[17, 21, 45]"
1511,"[1, 3, 6]"
1512,"[17, 60, 29]"
1513,"[3, 21, 23]"
1514,"[59, 3, 6]"
1515,"[57, 22, 39]"
1516,"[56, 44, 6]"
1517,"[21, 53, 54]"
1518,"[8, 60, 22]"
1519,"[48, 57, 29]"
1520,"[41, 29, 5]"
1521,"[8, 21, 53]"
1522,"[8, 20, 54]"
1523,"[41, 29, 5]"
1524,"[0, 41, 54]"
1525,"[41, 35, 21]"
1526,"[57, 36, 60]"
1527,"[56, 43, 5]"
1528,"[0, 41, 5]"
1529,"[41, 28, 37]"
1530,"[8, 41, 0]"
1531,"[3, 28, 62]"
1532,"[8, 57, 61]"
1533,"[26, 3, 4]"
1534,"[24, 3, 28]"
1535,"[60, 4, 39]"
1536,"[57, 34, 6]"
1537,"[8, 60, 23]"
1538,"[28, 29, 55]"
1539,"[32, 57, 29]"
1540,"[8, 48, 50]"
1541,"[18, 28, 60]"
1542,"[25, 57, 41]"
1543,"[28, 45, 60]"
1544,"[17, 11, 57]"
1545,"[26, 28, 55]"
1546,"[56, 41, 0]"
1547,"[0, 50, 4]"
1548,"[40, 50, 6]"
1549,"[50, 60, 39]"
1550,"[1, 57, 39]"
1551,"[8, 60, 23]"
1552,"[25, 39, 57]"
1553,"[56, 50, 62]"
1554,"[26, 5, 39]"
1555,"[8, 21, 47]"
1556,"[18, 60, 28]"
1557,"[8, 41, 35]"
1558,"[56, 2, 21]"
1559,"[45, 60, 21]"
1560,"[17, 50, 41]"
1561,"[0, 37, 21]"
1562,"[41, 45, 57]"
1563,"[56, 52, 21]"
1564,"[5, 43, 21]"
1565,"[28, 21, 47]"
1566,"[56, 3, 15]"
1567,"[4, 21, 63]"
1568,"[50, 21, 15]"
1569,"[8, 28, 31]"
1570,"[8, 49, 55]"
1571,"[21, 13, 54]"
1572,"[9, 5, 6]"
1573,"[21, 53, 54]"
1574,"[56, 13, 5]"
1575,"[1, 3, 6]"
1576,"[8, 9, 54]"
1577,"[56, 26, 55]"
1578,"[56, 32, 3]"
1579,"[2, 5, 54]"
1580,"[25, 50, 28]"
1581,"[0, 35, 28]"
1582,"[1, 50, 54]"
1583,"[32, 4, 54]"
1584,"[26, 29, 21]"
1585,"[57, 27, 21]"
1586,"[16, 57, 3]"
1587,"[57, 26, 22]"
1588,"[8, 60, 45]"
1589,"[49, 35, 54]"
1590,"[57, 44, 60]"
1591,"[16, 5, 54]"
1592,"[8, 50, 59]"
1593,"[57, 50, 36]"
1594,"[35, 28, 55]"
1595,"[21, 54, 47]"
1596,"[56, 8, 31]"
1597,"[25, 50, 5]"
1598,"[32, 28, 60]"
1599,"[48, 50, 5]"
1600,"[57, 12, 6]"
1601,"[17, 6, 22]"
1602,"[17, 54, 15]"
1603,"[8, 41, 39]"
1604,"[24, 50, 21]"
1605,"[11, 21, 54]"
1606,"[8, 28, 44]"
1607,"[56, 48, 3]"
1608,"[56, 1, 3]"
1609,"[9, 28, 21]"
1610,"[35, 54, 55]"
1611,"[2, 21, 6]"
1612,"[3, 28, 15]"
1613,"[5, 19, 29]"
1614,"[49, 28, 29]"
1615,"[56, 53, 21]"
1616,"[0, 28, 29]"
1617,"[2, 54, 6]"
1618,"[8, 3, 45]"
1619,"[43, 28, 54]"
1620,"[1, 29, 57]"
1621,"[8, 55, 39]"
1622,"[4, 54, 23]"
1623,"[26, 19, 28]"
1624,"[25, 28, 4]"
1625,"[3, 50, 35]"
1626,"[26, 35, 5]"
1627,"[48, 57, 19]"
1628,"[50, 35, 4]"
1629,"[8, 60, 45]"
1630,"[3, 28, 15]"
1631,"[40, 3, 6]"
1632,"[57, 42, 50]"
1633,"[5, 6, 47]"
1634,"[35, 28, 37]"
1635,"[56, 20, 21]"
1636,"[17, 36, 57]"
1637,"[50, 45, 6]"
1638,"[17, 4, 55]"
1639,"[25, 4, 6]"
1640,"[17, 44, 57]"
1641,"[32, 50, 28]"
1642,"[8, 21, 46]"
1643,"[40, 57, 26]"
1644,"[59, 4, 5]"
1645,"[44, 21, 6]"
1646,"[19, 29, 54]"
1647,"[8, 25, 3]"
1648,"[57, 3, 44]"
1649,"[21, 60, 45]"
1650,"[19, 5, 39]"
1651,"[57, 29, 15]"
1652,"[60, 5, 62]"
1653,"[41, 5, 39]"
1654,"[8, 49, 55]"
1655,"[56, 35, 55]"
1656,"[43, 5, 54]"
1657,"[21, 20, 28]"
1658,"[56, 42, 28]"
1659,"[16, 5, 6]"
1660,"[17, 18, 6]"
1661,"[8, 44, 21]"
1662,"[50, 4, 55]"
1663,"[17, 28, 45]"
1664,"[53, 5, 6]"
1665,"[56, 3, 59]"
1666,"[32, 60, 54]"
1667,"[17, 6, 15]"
1668,"[41, 35, 54]"
1669,"[50, 62, 6]"
1670,"[57, 46, 17]"
1671,"[60, 54, 22]"
1672,"[56, 20, 21]"
1673,"[56, 49, 55]"
1674,"[29, 6, 39]"
1675,"[32, 50, 21]"
1676,"[8, 26, 37]"
1677,"[8, 26, 37]"
1678,"[9, 21, 54]"
1679,"[8, 26, 37]"
1680,"[6, 54, 30]"
1681,"[24, 57, 49]"
1682,"[20, 28, 54]"
1683,"[13, 5, 6]"
1684,"[16, 17, 57]"
1685,"[50, 3, 29]"
1686,"[40, 17, 28]"
1687,"[8, 21, 46]"
1688,"[41, 50, 17]"
1689,"[8, 56, 11]"
1690,"[48, 3, 6]"
1691,"[56, 44, 6]"
1692,"[17, 46, 57]"
1693,"[49, 57, 15]"
1694,"[35, 37, 54]"
1695,"[8, 56, 11]"
1696,"[50, 28, 62]"
1697,"[17, 50, 39]"
1698,"[25, 6, 17]"
1699,"[50, 3, 55]"
1700,"[24, 57, 26]"
1701,"[0, 6, 39]"
1702,"[56, 46, 6]"
1703,"[24, 17, 6]"
1704,"[54, 50, 62]"
1705,"[8, 37, 55]"
1706,"[8, 20, 21]"
1707,"[8, 20, 21]"
1708,"[8, 48, 50]"
1709,"[8, 58, 21]"
1710,"[8, 20, 21]"
1711,"[57, 42, 3]"
1712,"[8, 20, 21]"
1713,"[16, 28, 6]"
1714,"[50, 28, 22]"
1715,"[8, 42, 28]"
1716,"[17, 5, 25]"
1717,"[49, 15, 57]"
1718,"[24, 3, 21]"
1719,"[56, 41, 35]"
1720,"[56, 50, 45]"
1721,"[56, 5, 46]"
1722,"[5, 53, 6]"
1723,"[57, 10, 21]"
1724,"[5, 13, 54]"
1725,"[57, 19, 25]"
1726,"[56, 41, 37]"
1727,"[56, 44, 6]"
1728,"[20, 21, 6]"
1729,"[8, 43, 6]"
1730,"[50, 60, 29]"
1731,"[56, 50, 59]"
1732,"[56, 29, 37]"
1733,"[41, 28, 39]"
1734,"[4, 54, 15]"
1735,"[48, 28, 4]"
1736,"[48, 8, 50]"
1737,"[57, 27, 54]"
1738,"[16, 56, 5]"
1739,"[36, 28, 54]"
1740,"[2, 28, 6]"
1741,"[49, 54, 39]"
1742,"[56, 20, 21]"
1743,"[26, 21, 55]"
1744,"[48, 4, 54]"
1745,"[2, 54, 6]"
1746,"[8, 26, 39]"
1747,"[4, 29, 60]"
1748,"[56, 20, 21]"
1749,"[49, 29, 54]"
1750,"[56, 18, 3]"
1751,"[8, 3, 45]"
1752,"[57, 59, 29]"
1753,"[16, 28, 6]"
1754,"[8, 43, 6]"
1755,"[8, 37, 55]"
1756,"[59, 4, 6]"
1757,"[33, 28, 57]"
1758,"[3, 5, 22]"
1759,"[57, 19, 22]"
1760,"[1, 28, 4]"
1761,"[17, 50, 55]"
1762,"[56, 17, 59]"
1763,"[57, 12, 21]"
1764,"[57, 2, 50]"
1765,"[5, 54, 31]"
1766,"[29, 37, 5]"
1767,"[25, 50, 6]"
1768,"[49, 54, 55]"
1769,"[8, 60, 45]"
1770,"[48, 57, 41]"
1771,"[17, 18, 6]"
1772,"[48, 60, 54]"
1773,"[57, 17, 47]"
1774,"[8, 19, 29]"
1775,"[52, 21, 6]"
1776,"[57, 4, 44]"
1777,"[1, 28, 4]"
1778,"[1, 28, 4]"
1779,"[57, 19, 23]"
1780,"[37, 6, 55]"
1781,"[24, 57, 19]"
1782,"[57, 26, 22]"
1783,"[56, 11, 28]"
1784,"[59, 4, 6]"
1785,"[32, 3, 21]"
1786,"[40, 50, 5]"
1787,"[56, 53, 21]"
1788,"[0, 1, 57]"
1789,"[57, 39, 15]"
1790,"[21, 53, 6]"
1791,"[28, 5, 31]"
1792,"[1, 19, 57]"
1793,"[57, 29, 22]"
1794,"[8, 11, 54]"
1795,"[56, 25, 50]"
1796,"[1, 57, 39]"
1797,"[35, 5, 39]"
1798,"[19, 37, 6]"
1799,"[58, 21, 54]"
1800,"[35, 21, 55]"
1801,"[8, 56, 13]"
1802,"[8, 17, 22]"
1803,"[57, 4, 44]"
1804,"[26, 5, 39]"
1805,"[49, 35, 5]"
1806,"[59, 60, 6]"
1807,"[17, 57, 47]"
1808,"[37, 5, 39]"
1809,"[56, 26, 29]"
1810,"[57, 18, 35]"
1811,"[4, 29, 60]"
1812,"[56, 59, 4]"
1813,"[1, 50, 5]"
1814,"[1, 60, 21]"
1815,"[17, 50, 55]"
1816,"[11, 21, 54]"
1817,"[25, 26, 57]"
1818,"[57, 19, 22]"
1819,"[16, 21, 6]"
1820,"[41, 18, 57]"
1821,"[8, 9, 5]"
1822,"[8, 9, 5]"
1823,"[50, 45, 54]"
1824,"[8, 20, 21]"
1825,"[4, 29, 60]"
1826,"[11, 21, 54]"
1827,"[50, 3, 39]"
1828,"[40, 17, 28]"
1829,"[48, 4, 28]"
1830,"[57, 45, 29]"
1831,"[46, 54, 6]"
1832,"[19, 5, 39]"
1833,"[24, 57, 29]"
1834,"[56, 20, 6]"
1835,"[24, 56, 3]"
1836,"[8, 44, 21]"
1837,"[3, 60, 29]"
1838,"[56, 18, 3]"
1839,"[1, 29, 57]"
1840,"[48, 57, 19]"
1841,"[56, 1, 50]"
1842,"[59, 60, 21]"
1843,"[0, 19, 28]"
1844,"[1, 60, 54]"
1845,"[8, 3, 59]"
1846,"[0, 8, 26]"
1847,"[8, 43, 54]"
1848,"[3, 21, 23]"
1849,"[56, 21, 53]"
1850,"[25, 4, 6]"
1851,"[50, 18, 54]"
1852,"[41, 37, 6]"
1853,"[8, 52, 21]"
1854,"[8, 41, 37]"
1855,"[25, 4, 6]"
1856,"[8, 17, 22]"
1857,"[17, 46, 57]"
1858,"[8, 48, 3]"
1859,"[8, 50, 22]"
1860,"[43, 5, 54]"
1861,"[57, 50, 47]"
1862,"[24, 60, 6]"
1863,"[8, 17, 45]"
1864,"[58, 5, 21]"
1865,"[17, 30, 57]"
1866,"[50, 21, 15]"
1867,"[56, 0, 55]"
1868,"[1, 19, 57]"
1869,"[43, 5, 6]"
1870,"[28, 46, 6]"
1871,"[56, 42, 6]"
1872,"[57, 3, 20]"
1873,"[17, 18, 6]"
1874,"[8, 20, 21]"
1875,"[49, 19, 28]"
1876,"[48, 17, 56]"
1877,"[8, 20, 21]"
1878,"[8, 20, 21]"
1879,"[0, 8, 37]"
1880,"[4, 28, 22]"
1881,"[8, 20, 21]"
1882,"[8, 20, 21]"
1883,"[35, 29, 6]"
1884,"[18, 50, 6]"
1885,"[16, 28, 54]"
1886,"[28, 5, 31]"
1887,"[57, 10, 54]"
1888,"[8, 5, 53]"
1889,"[11, 28, 6]"
1890,"[17, 31, 57]"
1891,"[25, 39, 57]"
1892,"[56, 6, 31]"
1893,"[56, 16, 28]"
1894,"[50, 5, 62]"
1895,"[19, 28, 37]"
1896,"[50, 45, 6]"
1897,"[56, 3, 15]"
1898,"[41, 25, 57]"
1899,"[11, 21, 54]"
1900,"[20, 28, 6]"
1901,"[17, 5, 25]"
1902,"[49, 26, 5]"
1903,"[26, 29, 6]"
1904,"[17, 18, 6]"
1905,"[17, 26, 50]"
1906,"[8, 56, 44]"
1907,"[28, 46, 6]"
1908,"[8, 0, 39]"
1909,"[21, 5, 13]"
1910,"[8, 42, 28]"
1911,"[8, 18, 4]"
1912,"[35, 28, 37]"
1913,"[43, 28, 6]"
1914,"[40, 4, 54]"
1915,"[56, 44, 5]"
1916,"[50, 60, 55]"
1917,"[50, 28, 62]"
1918,"[19, 50, 3]"
1919,"[1, 60, 6]"
1920,"[49, 28, 55]"
1921,"[40, 50, 54]"
1922,"[24, 60, 21]"
1923,"[48, 50, 5]"
1924,"[11, 21, 54]"
1925,"[49, 22, 57]"
1926,"[25, 3, 5]"
1927,"[35, 5, 39]"
1928,"[56, 19, 39]"
1929,"[17, 45, 6]"
1930,"[17, 20, 57]"
