,pred_hy
999,"[33, 44, 57]"
1000,"[33, 53, 13]"
1001,"[48, 53, 47]"
1002,"[48, 17, 62]"
1003,"[13, 54, 47]"
1004,"[38, 28, 62]"
1005,"[19, 60, 37]"
1006,"[45, 38, 55]"
1007,"[57, 42, 47]"
1008,"[57, 42, 47]"
1009,"[57, 42, 47]"
1010,"[57, 42, 47]"
1011,"[48, 35, 39]"
1012,"[48, 35, 39]"
1013,"[40, 43, 37]"
1014,"[48, 42, 54]"
1015,"[48, 57, 15]"
1016,"[57, 54, 30]"
1017,"[38, 12, 62]"
1018,"[38, 12, 62]"
1019,"[32, 61, 38]"
1020,"[57, 42, 22]"
1021,"[57, 42, 22]"
1022,"[48, 29, 54]"
1023,"[48, 29, 54]"
1024,"[56, 59, 39]"
1025,"[48, 57, 28]"
1026,"[48, 57, 28]"
1027,"[32, 38, 62]"
1028,"[32, 38, 62]"
1029,"[32, 62, 38]"
1030,"[51, 61, 14]"
1031,"[51, 61, 14]"
1032,"[0, 38, 62]"
1033,"[0, 38, 62]"
1034,"[13, 54, 22]"
1035,"[40, 17, 61]"
1036,"[40, 17, 61]"
1037,"[0, 33, 56]"
1038,"[56, 19, 27]"
1039,"[56, 19, 27]"
1040,"[43, 46, 55]"
1041,"[42, 52, 53]"
1042,"[42, 52, 53]"
1043,"[57, 19, 30]"
1044,"[57, 19, 30]"
1045,"[57, 19, 30]"
1046,"[57, 19, 30]"
1047,"[40, 35, 39]"
1048,"[11, 60, 61]"
1049,"[58, 59, 53]"
1050,"[27, 35, 55]"
1051,"[40, 53, 22]"
1052,"[56, 52, 21]"
1053,"[19, 61, 23]"
1054,"[40, 42, 54]"
1055,"[40, 42, 54]"
1056,"[34, 51, 31]"
1057,"[19, 59, 54]"
1058,"[40, 58, 45]"
1059,"[40, 29, 54]"
1060,"[33, 34, 59]"
1061,"[33, 34, 59]"
1062,"[60, 53, 39]"
1063,"[49, 35, 61]"
1064,"[26, 52, 38]"
1065,"[56, 57, 45]"
1066,"[56, 57, 45]"
1067,"[40, 57, 28]"
1068,"[48, 60, 45]"
1069,"[59, 60, 53]"
1070,"[48, 25, 13]"
1071,"[31, 62, 47]"
1072,"[61, 22, 31]"
1073,"[17, 43, 55]"
1074,"[34, 27, 52]"
1075,"[59, 38, 22]"
1076,"[11, 60, 62]"
1077,"[32, 57, 48]"
1078,"[19, 62, 23]"
1079,"[43, 19, 29]"
1080,"[56, 42, 47]"
1081,"[27, 61, 47]"
1082,"[47, 54, 22]"
1083,"[54, 22, 47]"
1084,"[54, 22, 47]"
1085,"[32, 33, 56]"
1086,"[32, 33, 56]"
1087,"[25, 22, 57]"
1088,"[25, 22, 57]"
1089,"[57, 22, 25]"
1090,"[60, 21, 62]"
1091,"[62, 41, 38]"
1092,"[40, 49, 19]"
1093,"[40, 49, 19]"
1094,"[40, 60, 45]"
1095,"[42, 62, 39]"
1096,"[42, 43, 54]"
1097,"[29, 62, 39]"
1098,"[40, 13, 53]"
1099,"[40, 53, 13]"
1100,"[0, 57, 48]"
1101,"[56, 42, 13]"
1102,"[20, 38, 52]"
1103,"[20, 38, 52]"
1104,"[48, 34, 39]"
1105,"[49, 60, 13]"
1106,"[32, 57, 40]"
1107,"[25, 53, 62]"
1108,"[58, 43, 28]"
1109,"[40, 56, 15]"
1110,"[19, 22, 47]"
1111,"[19, 22, 47]"
1112,"[48, 50, 60]"
1113,"[48, 50, 60]"
1114,"[48, 50, 60]"
1115,"[48, 50, 60]"
1116,"[48, 59, 35]"
1117,"[48, 35, 59]"
1118,"[48, 35, 59]"
1119,"[40, 34, 39]"
1120,"[48, 34, 59]"
1121,"[57, 19, 37]"
1122,"[57, 19, 37]"
1123,"[57, 19, 37]"
1124,"[56, 17, 60]"
1125,"[39, 38, 47]"
1126,"[47, 38, 39]"
1127,"[58, 27, 13]"
1128,"[56, 36, 55]"
1129,"[42, 19, 38]"
1130,"[42, 19, 38]"
1131,"[34, 35, 38]"
1132,"[56, 29, 47]"
1133,"[56, 29, 47]"
1134,"[2, 60, 63]"
1135,"[2, 52, 60]"
1136,"[24, 56, 19]"
1137,"[39, 38, 22]"
1138,"[39, 38, 22]"
1139,"[39, 38, 22]"
1140,"[39, 38, 22]"
1141,"[33, 42, 47]"
1142,"[27, 35, 61]"
1143,"[27, 35, 61]"
1144,"[58, 13, 31]"
1145,"[38, 45, 62]"
1146,"[62, 45, 38]"
1147,"[40, 57, 12]"
1148,"[65, 45, 54]"
1149,"[40, 34, 59]"
1150,"[40, 34, 59]"
1151,"[40, 49, 54]"
1152,"[35, 61, 31]"
1153,"[48, 19, 27]"
1154,"[40, 59, 35]"
1155,"[40, 35, 59]"
1156,"[57, 37, 54]"
1157,"[41, 19, 52]"
1158,"[41, 19, 52]"
1159,"[57, 53, 39]"
1160,"[40, 19, 27]"
1161,"[27, 60, 13]"
1162,"[27, 60, 13]"
1163,"[33, 42, 22]"
1164,"[33, 42, 22]"
1165,"[33, 42, 22]"
1166,"[48, 19, 31]"
1167,"[33, 26, 58]"
1168,"[25, 58, 39]"
1169,"[51, 45, 54]"
1170,"[33, 29, 47]"
1171,"[52, 30, 39]"
1172,"[50, 61, 38]"
1173,"[32, 56, 48]"
1174,"[32, 48, 56]"
1175,"[35, 60, 29]"
1176,"[35, 60, 29]"
1177,"[35, 60, 29]"
1178,"[40, 19, 31]"
1179,"[48, 33, 28]"
1180,"[33, 34, 53]"
1181,"[33, 34, 53]"
1182,"[56, 19, 30]"
1183,"[56, 19, 30]"
1184,"[35, 54, 47]"
1185,"[35, 54, 47]"
1186,"[34, 19, 13]"
1187,"[33, 29, 22]"
1188,"[56, 18, 55]"
1189,"[56, 18, 55]"
1190,"[38, 50, 62]"
1191,"[62, 50, 38]"
1192,"[56, 33, 50]"
1193,"[40, 59, 39]"
1194,"[56, 19, 37]"
1195,"[48, 57, 45]"
1196,"[48, 57, 45]"
1197,"[24, 35, 61]"
1198,"[35, 38, 39]"
1199,"[56, 48, 44]"
1200,"[24, 52, 39]"
1201,"[56, 33, 45]"
1202,"[32, 56, 40]"
1203,"[33, 54, 30]"
1204,"[33, 22, 25]"
1205,"[24, 34, 52]"
1206,"[19, 28, 55]"
1207,"[16, 54, 62]"
1208,"[27, 52, 39]"
1209,"[27, 52, 39]"
1210,"[57, 42, 35]"
1211,"[48, 42, 47]"
1212,"[24, 33, 54]"
1213,"[24, 33, 54]"
1214,"[57, 13, 30]"
1215,"[13, 53, 38]"
1216,"[24, 60, 13]"
1217,"[24, 60, 13]"
1218,"[40, 27, 54]"
1219,"[33, 42, 13]"
1220,"[35, 54, 22]"
1221,"[35, 54, 22]"
1222,"[0, 33, 40]"
1223,"[0, 33, 40]"
1224,"[37, 61, 47]"
1225,"[48, 24, 19]"
1226,"[24, 48, 19]"
1227,"[48, 24, 19]"
1228,"[42, 60, 34]"
1229,"[16, 19, 61]"
1230,"[56, 11, 55]"
1231,"[33, 29, 13]"
1232,"[17, 60, 33]"
1233,"[48, 35, 53]"
1234,"[34, 27, 55]"
1235,"[64, 7, 55]"
1236,"[40, 43, 23]"
1237,"[38, 61, 46]"
1238,"[17, 58, 33]"
1239,"[40, 24, 19]"
1240,"[56, 17, 57]"
1241,"[49, 59, 61]"
1242,"[48, 36, 55]"
1243,"[32, 43, 60]"
1244,"[32, 43, 60]"
1245,"[32, 43, 60]"
1246,"[48, 33, 44]"
1247,"[48, 34, 53]"
1248,"[48, 34, 53]"
1249,"[48, 34, 53]"
1250,"[37, 61, 22]"
1251,"[48, 57, 50]"
1252,"[58, 31, 47]"
1253,"[58, 19, 23]"
1254,"[65, 4, 62]"
1255,"[35, 59, 38]"
1256,"[19, 13, 39]"
1257,"[19, 13, 39]"
1258,"[19, 13, 39]"
1259,"[40, 33, 44]"
1260,"[40, 33, 44]"
1261,"[58, 27, 47]"
1262,"[58, 27, 47]"
1263,"[48, 19, 30]"
1264,"[56, 20, 60]"
1265,"[40, 48, 15]"
1266,"[53, 38, 22]"
1267,"[40, 19, 30]"
1268,"[0, 43, 60]"
1269,"[0, 43, 60]"
1270,"[26, 43, 55]"
1271,"[40, 57, 50]"
1272,"[32, 33, 40]"
1273,"[32, 33, 40]"
1274,"[32, 33, 40]"
1275,"[48, 25, 22]"
1276,"[24, 48, 54]"
1277,"[24, 48, 54]"
1278,"[48, 24, 54]"
1279,"[24, 48, 54]"
1280,"[48, 54, 30]"
1281,"[40, 34, 53]"
1282,"[40, 34, 53]"
1283,"[40, 35, 53]"
1284,"[34, 60, 29]"
1285,"[34, 54, 47]"
1286,"[59, 31, 55]"
1287,"[1, 60, 62]"
1288,"[24, 57, 13]"
1289,"[58, 12, 38]"
1290,"[58, 44, 38]"
1291,"[58, 44, 38]"
1292,"[19, 59, 47]"
1293,"[40, 29, 22]"
1294,"[48, 42, 13]"
1295,"[48, 42, 13]"
1296,"[48, 42, 13]"
1297,"[48, 42, 13]"
1298,"[48, 42, 13]"
1299,"[40, 38, 23]"
1300,"[40, 54, 30]"
1301,"[58, 13, 37]"
1302,"[58, 13, 37]"
1303,"[34, 19, 47]"
1304,"[34, 19, 47]"
1305,"[56, 42, 35]"
1306,"[56, 42, 35]"
1307,"[25, 58, 59]"
1308,"[25, 58, 59]"
1309,"[25, 57, 39]"
1310,"[48, 25, 35]"
1311,"[48, 25, 35]"
1312,"[48, 13, 29]"
1313,"[33, 36, 62]"
1314,"[32, 60, 38]"
1315,"[19, 59, 22]"
1316,"[19, 59, 22]"
1317,"[42, 60, 39]"
1318,"[13, 22, 47]"
1319,"[13, 22, 47]"
1320,"[34, 54, 22]"
1321,"[48, 19, 37]"
1322,"[48, 19, 37]"
1323,"[48, 19, 37]"
1324,"[48, 40, 28]"
1325,"[48, 40, 28]"
1326,"[40, 57, 46]"
1327,"[56, 27, 13]"
1328,"[40, 26, 58]"
1329,"[33, 59, 53]"
1330,"[33, 59, 53]"
1331,"[57, 42, 34]"
1332,"[56, 50, 48]"
1333,"[20, 38, 55]"
1334,"[27, 52, 53]"
1335,"[34, 19, 22]"
1336,"[27, 60, 22]"
1337,"[12, 38, 60]"
1338,"[54, 62, 15]"
1339,"[40, 19, 37]"
1340,"[49, 19, 38]"
1341,"[49, 19, 38]"
1342,"[19, 28, 62]"
1343,"[56, 13, 31]"
1344,"[56, 16, 38]"
1345,"[48, 17, 60]"
1346,"[48, 17, 60]"
1347,"[35, 13, 54]"
1348,"[34, 59, 38]"
1349,"[34, 59, 38]"
1350,"[19, 61, 15]"
1351,"[13, 60, 37]"
1352,"[13, 60, 37]"
1353,"[13, 60, 37]"
1354,"[34, 27, 61]"
1355,"[40, 29, 13]"
1356,"[41, 58, 38]"
1357,"[52, 37, 39]"
1358,"[0, 40, 48]"
1359,"[25, 34, 57]"
1360,"[57, 34, 25]"
1361,"[25, 34, 57]"
1362,"[25, 34, 57]"
1363,"[58, 43, 45]"
1364,"[13, 54, 39]"
1365,"[34, 38, 39]"
1366,"[56, 21, 55]"
1367,"[31, 55, 39]"
1368,"[59, 54, 47]"
1369,"[48, 1, 63]"
1370,"[13, 62, 23]"
1371,"[13, 62, 23]"
1372,"[57, 38, 15]"
1373,"[57, 38, 15]"
1374,"[56, 13, 30]"
1375,"[27, 43, 54]"
1376,"[40, 48, 32]"
1377,"[40, 26, 60]"
1378,"[38, 17, 62]"
1379,"[39, 54, 47]"
1380,"[47, 54, 39]"
1381,"[24, 34, 55]"
1382,"[40, 53, 39]"
1383,"[56, 49, 22]"
1384,"[28, 61, 54]"
1385,"[43, 54, 31]"
1386,"[42, 59, 60]"
1387,"[48, 37, 54]"
1388,"[43, 60, 45]"
1389,"[54, 22, 39]"
1390,"[54, 22, 39]"
1391,"[48, 59, 53]"
1392,"[48, 59, 53]"
1393,"[59, 38, 39]"
1394,"[48, 40, 44]"
1395,"[16, 48, 43]"
1396,"[48, 33, 50]"
1397,"[48, 33, 50]"
1398,"[4, 61, 63]"
1399,"[4, 61, 63]"
1400,"[25, 42, 61]"
1401,"[25, 42, 61]"
1402,"[16, 40, 43]"
1403,"[52, 22, 23]"
1404,"[52, 22, 23]"
1405,"[56, 18, 61]"
1406,"[24, 56, 13]"
1407,"[33, 18, 62]"
1408,"[27, 35, 60]"
1409,"[40, 33, 45]"
1410,"[57, 58, 36]"
1411,"[56, 2, 51]"
1412,"[0, 19, 61]"
1413,"[0, 19, 61]"
1414,"[57, 22, 31]"
1415,"[33, 27, 13]"
1416,"[0, 54, 62]"
1417,"[49, 53, 55]"
1418,"[49, 53, 55]"
1419,"[49, 53, 55]"
1420,"[0, 57, 43]"
1421,"[28, 13, 52]"
1422,"[57, 42, 39]"
1423,"[40, 37, 54]"
1424,"[40, 37, 54]"
1425,"[56, 1, 55]"
1426,"[49, 35, 57]"
1427,"[33, 22, 49]"
1428,"[35, 53, 38]"
1429,"[32, 19, 61]"
1430,"[32, 54, 62]"
1431,"[32, 54, 62]"
1432,"[32, 54, 62]"
1433,"[33, 43, 28]"
1434,"[32, 19, 62]"
1435,"[32, 19, 62]"
1436,"[60, 30, 47]"
1437,"[60, 30, 47]"
1438,"[24, 58, 35]"
1439,"[60, 45, 38]"
1440,"[56, 38, 15]"
1441,"[56, 38, 15]"
1442,"[56, 38, 15]"
1443,"[19, 45, 55]"
1444,"[57, 19, 23]"
1445,"[19, 38, 31]"
1446,"[27, 19, 38]"
1447,"[19, 27, 38]"
1448,"[17, 19, 52]"
1449,"[48, 6, 55]"
1450,"[48, 6, 55]"
1451,"[57, 42, 59]"
1452,"[57, 42, 59]"
1453,"[40, 49, 13]"
1454,"[42, 52, 29]"
1455,"[58, 11, 60]"
1456,"[64, 26, 54]"
1457,"[48, 33, 46]"
1458,"[48, 33, 46]"
1459,"[48, 17, 57]"
1460,"[57, 27, 47]"
1461,"[16, 58, 19]"
1462,"[34, 37, 55]"
1463,"[38, 54, 31]"
1464,"[57, 27, 22]"
1465,"[57, 27, 22]"
1466,"[57, 27, 22]"
1467,"[38, 27, 54]"
1468,"[49, 34, 60]"
1469,"[42, 38, 47]"
1470,"[42, 38, 47]"
1471,"[31, 62, 39]"
1472,"[59, 13, 54]"
1473,"[59, 13, 54]"
1474,"[35, 13, 47]"
1475,"[0, 57, 38]"
1476,"[42, 19, 54]"
1477,"[19, 29, 54]"
1478,"[19, 29, 54]"
1479,"[19, 29, 54]"
1480,"[42, 13, 38]"
1481,"[42, 13, 38]"
1482,"[56, 25, 34]"
1483,"[56, 25, 34]"
1484,"[56, 25, 34]"
1485,"[56, 25, 34]"
1486,"[24, 35, 60]"
1487,"[24, 35, 60]"
1488,"[24, 57, 47]"
1489,"[24, 57, 47]"
1490,"[24, 57, 47]"
1491,"[24, 57, 47]"
1492,"[26, 19, 52]"
1493,"[19, 53, 47]"
1494,"[40, 49, 47]"
1495,"[40, 49, 47]"
1496,"[40, 49, 47]"
1497,"[50, 60, 38]"
1498,"[57, 44, 38]"
1499,"[48, 27, 13]"
1500,"[40, 33, 46]"
1501,"[41, 19, 62]"
1502,"[42, 38, 22]"
1503,"[13, 29, 38]"
1504,"[56, 27, 22]"
1505,"[56, 27, 22]"
1506,"[9, 61, 62]"
1507,"[24, 57, 22]"
1508,"[24, 57, 22]"
1509,"[46, 58, 38]"
1510,"[4, 62, 63]"
1511,"[56, 19, 23]"
1512,"[56, 13, 37]"
1513,"[57, 30, 47]"
1514,"[48, 43, 28]"
1515,"[29, 38, 47]"
1516,"[29, 38, 47]"
1517,"[35, 13, 22]"
1518,"[54, 12, 62]"
1519,"[0, 33, 43]"
1520,"[58, 29, 53]"
1521,"[33, 27, 47]"
1522,"[26, 52, 54]"
1523,"[35, 55, 23]"
1524,"[35, 23, 55]"
1525,"[24, 19, 38]"
1526,"[33, 34, 29]"
1527,"[40, 27, 13]"
1528,"[40, 27, 13]"
1529,"[40, 27, 13]"
1530,"[49, 53, 62]"
1531,"[56, 25, 59]"
1532,"[34, 13, 47]"
1533,"[48, 18, 62]"
1534,"[48, 18, 62]"
1535,"[56, 0, 38]"
1536,"[60, 22, 30]"
1537,"[19, 53, 22]"
1538,"[40, 13, 31]"
1539,"[48, 18, 61]"
1540,"[32, 33, 43]"
1541,"[53, 54, 47]"
1542,"[33, 54, 23]"
1543,"[40, 13, 30]"
1544,"[40, 13, 30]"
1545,"[40, 13, 30]"
1546,"[59, 37, 55]"
1547,"[40, 48, 50]"
1548,"[40, 50, 48]"
1549,"[33, 19, 23]"
1550,"[56, 12, 38]"
1551,"[56, 12, 38]"
1552,"[56, 12, 38]"
1553,"[33, 27, 22]"
1554,"[33, 27, 22]"
1555,"[49, 25, 55]"
1556,"[42, 58, 53]"
1557,"[42, 58, 53]"
1558,"[58, 42, 53]"
1559,"[16, 35, 52]"
1560,"[25, 35, 38]"
1561,"[25, 35, 38]"
1562,"[34, 27, 58]"
1563,"[42, 60, 53]"
1564,"[29, 38, 22]"
1565,"[29, 38, 22]"
1566,"[40, 18, 61]"
1567,"[40, 18, 61]"
1568,"[65, 13, 45]"
1569,"[40, 42, 35]"
1570,"[40, 42, 35]"
1571,"[40, 42, 35]"
1572,"[24, 57, 35]"
1573,"[52, 38, 36]"
1574,"[48, 25, 34]"
1575,"[40, 43, 28]"
1576,"[40, 43, 28]"
1577,"[40, 43, 15]"
1578,"[24, 48, 13]"
1579,"[56, 32, 38]"
1580,"[49, 42, 52]"
1581,"[35, 54, 39]"
1582,"[40, 35, 29]"
1583,"[40, 35, 29]"
1584,"[17, 52, 54]"
1585,"[46, 60, 38]"
1586,"[34, 13, 22]"
1587,"[34, 13, 22]"
1588,"[33, 35, 49]"
1589,"[0, 33, 38]"
1590,"[0, 33, 38]"
1591,"[25, 38, 22]"
1592,"[45, 51, 13]"
1593,"[19, 38, 30]"
1594,"[17, 43, 60]"
1595,"[28, 52, 47]"
1596,"[25, 29, 61]"
1597,"[17, 58, 43]"
1598,"[5, 60, 61]"
1599,"[58, 19, 28]"
1600,"[34, 27, 60]"
1601,"[62, 45, 54]"
1602,"[56, 44, 38]"
1603,"[40, 34, 42]"
1604,"[23, 22, 55]"
1605,"[35, 60, 37]"
1606,"[16, 52, 22]"
1607,"[25, 43, 13]"
1608,"[25, 43, 13]"
1609,"[57, 22, 30]"
1610,"[43, 38, 23]"
1611,"[33, 21, 62]"
1612,"[48, 31, 47]"
1613,"[48, 31, 47]"
1614,"[53, 38, 39]"
1615,"[53, 38, 39]"
1616,"[40, 48, 46]"
1617,"[40, 48, 46]"
1618,"[40, 48, 46]"
1619,"[59, 53, 38]"
1620,"[59, 53, 38]"
1621,"[59, 53, 38]"
1622,"[52, 7, 55]"
1623,"[32, 33, 38]"
1624,"[50, 19, 61]"
1625,"[50, 19, 61]"
1626,"[50, 19, 61]"
1627,"[49, 34, 57]"
1628,"[49, 34, 57]"
1629,"[53, 27, 61]"
1630,"[54, 50, 62]"
1631,"[53, 13, 54]"
1632,"[53, 62, 30]"
1633,"[33, 13, 37]"
1634,"[48, 27, 47]"
1635,"[48, 27, 47]"
1636,"[48, 27, 47]"
1637,"[53, 61, 31]"
1638,"[61, 53, 31]"
1639,"[19, 60, 28]"
1640,"[43, 37, 54]"
1641,"[43, 37, 54]"
1642,"[50, 19, 62]"
1643,"[60, 54, 15]"
1644,"[57, 37, 22]"
1645,"[16, 57, 54]"
1646,"[57, 58, 11]"
1647,"[40, 11, 61]"
1648,"[23, 62, 47]"
1649,"[35, 61, 23]"
1650,"[59, 13, 47]"
1651,"[40, 34, 29]"
1652,"[40, 34, 29]"
1653,"[39, 13, 47]"
1654,"[19, 60, 15]"
1655,"[19, 60, 15]"
1656,"[27, 59, 60]"
1657,"[57, 43, 46]"
1658,"[57, 43, 46]"
1659,"[8, 61, 55]"
1660,"[8, 61, 55]"
1661,"[8, 61, 55]"
1662,"[27, 43, 13]"
1663,"[59, 60, 31]"
1664,"[0, 48, 43]"
1665,"[48, 61, 6]"
1666,"[48, 61, 6]"
1667,"[48, 61, 6]"
1668,"[42, 51, 31]"
1669,"[34, 19, 39]"
1670,"[28, 22, 52]"
1671,"[42, 27, 52]"
1672,"[56, 1, 62]"
1673,"[56, 41, 38]"
1674,"[40, 19, 23]"
1675,"[40, 19, 23]"
1676,"[40, 0, 43]"
1677,"[49, 13, 38]"
1678,"[56, 43, 45]"
1679,"[56, 49, 34]"
1680,"[19, 61, 46]"
1681,"[40, 54, 23]"
1682,"[40, 32, 43]"
1683,"[32, 40, 43]"
1684,"[25, 27, 52]"
1685,"[48, 28, 38]"
1686,"[48, 28, 38]"
1687,"[10, 52, 61]"
1688,"[10, 52, 61]"
1689,"[33, 27, 35]"
1690,"[27, 33, 35]"
1691,"[0, 58, 19]"
1692,"[48, 49, 35]"
1693,"[25, 51, 31]"
1694,"[25, 51, 31]"
1695,"[56, 35, 30]"
1696,"[24, 56, 35]"
1697,"[49, 19, 54]"
1698,"[33, 42, 59]"
1699,"[25, 13, 54]"
1700,"[48, 25, 53]"
1701,"[48, 25, 53]"
1702,"[24, 19, 43]"
1703,"[58, 19, 12]"
1704,"[52, 22, 15]"
1705,"[24, 43, 54]"
1706,"[24, 43, 54]"
1707,"[24, 43, 54]"
1708,"[17, 19, 55]"
1709,"[35, 52, 15]"
1710,"[40, 29, 39]"
1711,"[40, 29, 39]"
1712,"[28, 54, 60]"
1713,"[28, 54, 60]"
1714,"[48, 24, 47]"
1715,"[51, 29, 31]"
1716,"[32, 58, 19]"
1717,"[32, 58, 19]"
1718,"[32, 58, 19]"
1719,"[32, 58, 19]"
1720,"[32, 58, 19]"
1721,"[48, 33, 26]"
1722,"[48, 33, 26]"
1723,"[48, 33, 26]"
1724,"[42, 52, 30]"
1725,"[61, 22, 23]"
1726,"[0, 48, 38]"
1727,"[58, 27, 39]"
1728,"[48, 13, 37]"
1729,"[17, 43, 57]"
1730,"[40, 28, 38]"
1731,"[13, 62, 15]"
1732,"[11, 52, 38]"
1733,"[38, 37, 54]"
1734,"[40, 62, 6]"
1735,"[40, 62, 6]"
1736,"[57, 58, 21]"
1737,"[33, 58, 36]"
1738,"[59, 22, 47]"
1739,"[24, 48, 22]"
1740,"[17, 58, 38]"
1741,"[0, 19, 60]"
1742,"[0, 19, 60]"
1743,"[57, 34, 27]"
1744,"[57, 34, 27]"
1745,"[60, 30, 39]"
1746,"[60, 30, 39]"
1747,"[37, 53, 55]"
1748,"[37, 53, 55]"
1749,"[58, 19, 44]"
1750,"[58, 19, 44]"
1751,"[57, 42, 25]"
1752,"[57, 60, 6]"
1753,"[57, 34, 31]"
1754,"[57, 34, 31]"
1755,"[56, 50, 38]"
1756,"[56, 50, 38]"
1757,"[23, 39, 63]"
1758,"[23, 63, 39]"
1759,"[40, 13, 37]"
1760,"[35, 29, 38]"
1761,"[35, 29, 38]"
1762,"[32, 60, 54]"
1763,"[48, 42, 59]"
1764,"[48, 42, 59]"
1765,"[24, 34, 60]"
1766,"[24, 34, 60]"
1767,"[24, 34, 60]"
1768,"[40, 33, 26]"
1769,"[26, 58, 38]"
1770,"[33, 37, 22]"
1771,"[33, 37, 22]"
1772,"[49, 58, 53]"
1773,"[49, 58, 53]"
1774,"[24, 60, 39]"
1775,"[57, 59, 31]"
1776,"[59, 54, 39]"
1777,"[56, 43, 46]"
1778,"[58, 34, 30]"
1779,"[41, 52, 47]"
1780,"[48, 35, 31]"
1781,"[48, 35, 31]"
1782,"[48, 35, 31]"
1783,"[13, 38, 31]"
1784,"[16, 35, 55]"
1785,"[28, 13, 62]"
1786,"[28, 13, 62]"
1787,"[28, 13, 62]"
1788,"[24, 33, 35]"
1789,"[33, 59, 29]"
1790,"[42, 19, 47]"
1791,"[26, 43, 60]"
1792,"[27, 13, 38]"
1793,"[3, 61, 55]"
1794,"[3, 61, 55]"
1795,"[33, 59, 49]"
1796,"[33, 59, 49]"
1797,"[0, 35, 63]"
1798,"[29, 19, 13]"
1799,"[29, 19, 13]"
1800,"[34, 35, 13]"
1801,"[34, 35, 13]"
1802,"[40, 50, 43]"
1803,"[40, 42, 59]"
1804,"[40, 42, 59]"
1805,"[40, 42, 59]"
1806,"[56, 34, 27]"
1807,"[57, 19, 15]"
1808,"[40, 35, 31]"
1809,"[40, 35, 31]"
1810,"[40, 35, 31]"
1811,"[42, 19, 22]"
1812,"[42, 19, 22]"
1813,"[48, 43, 45]"
1814,"[19, 29, 47]"
1815,"[19, 29, 47]"
1816,"[19, 44, 60]"
1817,"[40, 33, 20]"
1818,"[34, 60, 30]"
1819,"[34, 19, 53]"
1820,"[34, 19, 53]"
1821,"[34, 19, 53]"
1822,"[34, 19, 53]"
1823,"[32, 61, 13]"
1824,"[40, 49, 34]"
1825,"[56, 5, 55]"
1826,"[40, 33, 17]"
1827,"[40, 17, 33]"
1828,"[25, 58, 29]"
1829,"[57, 19, 12]"
1830,"[57, 19, 12]"
1831,"[57, 19, 12]"
1832,"[57, 19, 12]"
1833,"[32, 13, 62]"
1834,"[32, 13, 62]"
1835,"[57, 30, 39]"
1836,"[40, 43, 45]"
1837,"[40, 43, 45]"
1838,"[40, 43, 45]"
1839,"[41, 19, 60]"
1840,"[33, 42, 53]"
1841,"[33, 42, 53]"
1842,"[19, 29, 22]"
1843,"[56, 49, 39]"
1844,"[42, 54, 47]"
1845,"[56, 46, 38]"
1846,"[17, 19, 61]"
1847,"[17, 19, 61]"
1848,"[58, 27, 53]"
1849,"[58, 27, 53]"
1850,"[58, 27, 53]"
1851,"[40, 35, 30]"
1852,"[40, 35, 30]"
1853,"[40, 35, 30]"
1854,"[35, 44, 52]"
1855,"[16, 34, 52]"
1856,"[16, 34, 52]"
1857,"[39, 22, 47]"
1858,"[39, 22, 47]"
1859,"[47, 22, 39]"
1860,"[17, 19, 62]"
1861,"[49, 42, 61]"
1862,"[13, 45, 55]"
1863,"[34, 53, 54]"
1864,"[56, 59, 31]"
1865,"[60, 12, 54]"
1866,"[42, 54, 22]"
1867,"[52, 21, 38]"
1868,"[52, 21, 38]"
1869,"[25, 34, 38]"
1870,"[58, 53, 31]"
1871,"[41, 60, 54]"
1872,"[41, 60, 54]"
1873,"[58, 19, 45]"
1874,"[58, 19, 45]"
1875,"[56, 17, 43]"
1876,"[25, 19, 35]"
1877,"[48, 49, 59]"
1878,"[24, 57, 39]"
1879,"[28, 22, 55]"
1880,"[32, 57, 54]"
1881,"[35, 39, 47]"
1882,"[35, 39, 47]"
1883,"[24, 19, 54]"
1884,"[57, 34, 30]"
1885,"[59, 60, 30]"
1886,"[33, 35, 37]"
1887,"[27, 60, 53]"
1888,"[27, 60, 53]"
1889,"[2, 60, 61]"
1890,"[50, 58, 54]"
1891,"[50, 58, 54]"
1892,"[29, 54, 22]"
1893,"[29, 54, 22]"
1894,"[25, 19, 22]"
1895,"[19, 59, 53]"
1896,"[42, 31, 55]"
1897,"[40, 16, 19]"
1898,"[26, 19, 61]"
1899,"[13, 53, 22]"
1900,"[13, 53, 22]"
1901,"[16, 35, 62]"
1902,"[40, 49, 59]"
1903,"[40, 49, 59]"
1904,"[40, 49, 59]"
1905,"[35, 55, 15]"
1906,"[19, 60, 45]"
1907,"[58, 3, 63]"
1908,"[61, 14, 55]"
1909,"[61, 14, 55]"
1910,"[61, 14, 55]"
1911,"[61, 14, 55]"
1912,"[61, 14, 55]"
1913,"[61, 14, 55]"
1914,"[49, 35, 38]"
1915,"[49, 35, 38]"
1916,"[60, 45, 54]"
1917,"[59, 35, 22]"
1918,"[48, 42, 53]"
1919,"[48, 42, 53]"
1920,"[65, 35, 45]"
1921,"[59, 60, 37]"
1922,"[48, 34, 27]"
1923,"[25, 43, 22]"
1924,"[25, 43, 22]"
1925,"[47, 38, 31]"
1926,"[33, 18, 60]"
1927,"[48, 50, 38]"
1928,"[48, 2, 51]"
1929,"[57, 26, 43]"
1930,"[64, 26, 13]"
